"","host_response_rate","host_is_superhost","host_listings_count","host_identity_verified","neighbourhood","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","security_deposit","cleaning_fee","guests_included","minimum_nights","maximum_nights","availability_365","number_of_reviews","first_review","last_review","review_scores_rating","calculated_host_listings_count","date_diff"
"6325","100%","f",1,"t","Oakwood",43.68462,-79.43921,"t","Bungalow","Private room",1,1,1,1,"Airbed","$115.00","$250.00","$20.00",1,1,1125,84,16,"2016-12-17","2018-09-24",98,1,646
"6326","N/A","f",1,"t","Downtown Toronto",43.65578,-79.37468,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$119.00","","",1,1,10,0,0,"","",NA,1,NA
"6327","100%","t",4,"f","Parkdale",43.63689,-79.42709,"t","Apartment","Entire home/apt",3,1,0,2,"Real Bed","$109.00","$500.00","$45.00",2,1,30,20,84,"2016-11-23","2019-04-28",96,1,886
"6328","100%","f",1,"t","Downtown Toronto",43.65798,-79.4067,"f","Loft","Entire home/apt",2,1,1,1,"Real Bed","$220.00","$1,500.00","$80.00",1,3,1125,0,24,"2016-12-11","2018-04-03",98,1,478
"6329","N/A","f",7,"f","The Annex",43.67052,-79.39405,"t","Condominium","Entire home/apt",8,3.5,4,4,"Real Bed","$13,426.00","","",1,1,1125,0,0,"","",NA,1,NA
"6330","99%","f",9,"f","Niagara",43.63921,-79.41542,"f","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$109.00","$350.00","$65.00",2,1,60,19,103,"2016-12-10","2019-04-22",94,9,863
"6331","99%","f",9,"f","Parkdale",43.64028,-79.42751,"f","Apartment","Entire home/apt",6,1,2,3,"Real Bed","$169.00","$450.00","$80.00",2,1,90,25,69,"2016-12-14","2019-04-21",93,9,858
"6332","77%","t",1,"t","Entertainment District",43.64568,-79.3923,"t","Condominium","Shared room",2,1,1,1,"Real Bed","$59.00","$250.00","$30.00",1,2,3,74,114,"2017-02-19","2019-05-05",99,1,805
"6333","N/A","f",1,"t","Davisville",43.71282,-79.39468,"t","Apartment","Entire home/apt",3,1,1,2,"Real Bed","$78.00","","",1,4,1125,0,0,"","",NA,1,NA
"6334","100%","f",1,"t","Parkdale",43.642,-79.42394,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$299.00","$0.00","$25.00",2,2,1125,173,6,"2017-01-01","2018-08-05",100,1,581
"6335","100%","t",1,"t","High Park North",43.65619,-79.46384,"t","Condominium","Private room",2,1,1,1,"Futon","$55.00","$250.00","$0.00",1,1,4,84,168,"2017-05-14","2019-04-27",96,1,713
"6336","100%","t",6,"t","Bayview",43.801,-79.37391,"t","House","Private room",2,1,1,1,"Real Bed","$46.00","$175.00","$25.00",1,2,120,3,71,"2017-04-28","2019-01-06",98,6,618
"6337","99%","f",16,"t","Yorkville",43.67131,-79.39511,"t","Serviced apartment","Entire home/apt",10,3.5,4,5,"Real Bed","$1,245.00","$1,000.00","$150.00",1,2,30,0,0,"","",NA,14,NA
"6338","N/A","f",1,"f","Fairbank",43.68007,-79.44994,"t","House","Entire home/apt",3,1,2,2,"Real Bed","$160.00","$1,000.00","$100.00",1,30,120,87,0,"","",NA,1,NA
"6339","100%","t",1,"t","Roncesvalles",43.65192,-79.45253,"t","House","Entire home/apt",2,1,1,1,"Real Bed","$90.00","$0.00","$100.00",1,3,1125,73,37,"2016-12-04","2019-05-05",95,1,882
"6340","90%","t",1,"f","Riverdale",43.65942,-79.33961,"t","House","Entire home/apt",3,1,1,2,"Real Bed","$119.00","$200.00","$25.00",3,3,30,60,43,"2017-04-16","2019-05-05",100,1,749
"6341","N/A","f",1,"f","Mimico",43.62411,-79.48629,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$70.00","","",1,7,1125,109,0,"","",NA,1,NA
"6342","N/A","f",3,"f","Casa Loma",43.67673,-79.4136,"t","House","Private room",2,1,1,1,"Real Bed","$40.00","","",1,6,1125,0,0,"","",NA,3,NA
"6343","N/A","f",1,"f","Downtown Toronto",43.63928,-79.39953,"f","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$85.00","$250.00","$40.00",1,3,6,0,0,"","",NA,1,NA
"6344","N/A","f",1,"t","Riverdale",43.67501,-79.34407,"t","Apartment","Entire home/apt",5,1,2,3,"Real Bed","$125.00","$200.00","$35.00",1,2,1125,0,5,"2016-11-27","2017-01-03",100,1,37
"6345","100%","t",4,"f","Cabbagetown",43.66627,-79.37077,"f","House","Entire home/apt",10,1,4,6,"Real Bed","$329.00","$1,250.00","$150.00",4,2,1125,326,8,"2017-06-21","2018-09-03",100,4,439
"6346","90%","f",1,"t","Riverdale",43.67324,-79.35324,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$85.00","$500.00","$50.00",1,3,1125,81,32,"2016-11-27","2018-08-29",96,1,640
"6347","N/A","f",1,"f","Harbourfront",43.64058,-79.38367,"f","Apartment","Private room",1,1,1,1,"Real Bed","$90.00","","",1,1,1125,0,0,"","",NA,1,NA
"6348","100%","f",19,"f","Trinity-Bellwoods",43.64606,-79.41768,"t","Apartment","Entire home/apt",8,1.5,3,3,"Real Bed","$219.00","$400.00","$80.00",3,1,1125,348,51,"2016-12-04","2019-01-01",89,18,758
"6349","100%","f",1,"t","Downtown Toronto",43.64258,-79.38281,"f","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$140.00","$135.00","$20.00",1,2,1125,188,6,"2017-01-15","2019-04-09",100,1,814
"6350","100%","t",11,"t","Willowdale",43.77189,-79.42157,"t","House","Private room",2,1,1,1,"Real Bed","$60.00","","$10.00",1,2,1125,202,43,"2017-01-02","2019-02-17",95,6,776
"6351","100%","f",1,"f","Downtown Toronto",43.66734,-79.38192,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$86.00","$250.00","",2,4,7,60,20,"2016-12-04","2017-05-17",96,1,164
"6352","100%","t",1,"t","Roncesvalles",43.64719,-79.45547,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$83.00","$0.00","$8.00",1,4,50,185,25,"2017-03-18","2019-04-23",99,1,766
"6353","100%","f",5,"f","Entertainment District",43.64089,-79.38256,"t","Condominium","Entire home/apt",6,1.5,2,3,"Real Bed","$199.00","$200.00","$70.00",1,2,1125,0,162,"2016-11-26","2019-04-22",90,5,877
"6354","100%","f",1,"t","Trinity-Bellwoods",43.65069,-79.41859,"t","House","Entire home/apt",14,3,6,8,"Real Bed","$599.00","$200.00","$199.00",7,2,1125,102,144,"2016-12-11","2019-05-05",93,1,875
"6355","N/A","f",2,"t","Deer Park",43.69519,-79.39704,"t","Apartment","Shared room",1,1,1,1,"Real Bed","$13.00","$800.00","$15.00",1,1,5,0,11,"2017-01-01","2017-04-21",100,2,110
"6356","100%","f",1,"t","Mount Dennis",43.6797,-79.49731,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$68.00","","$30.00",1,1,90,112,23,"2017-01-01","2019-04-26",97,1,845
"6357","100%","t",1,"f","Downtown Toronto",43.64792,-79.36447,"t","House","Private room",1,1,1,1,"Real Bed","$60.00","$0.00","$0.00",1,1,30,133,246,"2016-12-24","2019-05-05",100,1,862
"6358","N/A","f",1,"f","Bayview Village",43.77943,-79.36919,"t","Other","Private room",1,1,1,1,"Real Bed","$26.00","","$7.00",1,1,15,0,0,"","",NA,1,NA
"6359","100%","t",2,"t","The Annex",43.67072,-79.4204,"t","Townhouse","Private room",1,1,1,1,"Real Bed","$42.00","$150.00","$30.00",1,2,1125,62,43,"2016-12-17","2019-04-09",95,2,843
"6360","97%","f",5,"t","Downtown Toronto",43.65486,-79.36294,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$75.00","$400.00","$60.00",1,1,1125,117,78,"2016-12-30","2019-04-27",87,4,848
"6361","100%","t",7,"t","Entertainment District",43.64369,-79.38844,"t","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$150.00","$300.00","$35.00",2,1,1124,230,343,"2017-01-22","2019-05-01",98,5,829
"6362","N/A","f",1,"t","The Annex",43.67497,-79.39403,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$119.00","","",1,3,1125,0,2,"2017-06-11","2017-06-23",100,1,12
"6363","100%","t",1,"f","Little Portugal",43.65027,-79.42625,"t","House","Entire home/apt",4,2,2,2,"Real Bed","$119.00","$0.00","$100.00",4,3,1125,11,86,"2016-12-09","2019-04-23",97,1,865
"6364","N/A","f",1,"t","Ionview",43.72849,-79.27176,"t","House","Private room",6,1,1,1,"Futon","$43.00","$500.00","$10.00",1,1,28,0,58,"2016-12-28","2018-06-17",97,1,536
"6365","100%","t",2,"f","Downtown Toronto",43.64442,-79.40185,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$89.00","$201.00","$87.00",1,2,1125,114,121,"2016-12-08","2019-04-19",95,2,862
"6366","100%","t",3,"t","Entertainment District",43.64321,-79.38024,"t","Condominium","Entire home/apt",4,2,2,2,"Real Bed","$171.00","$1,000.00","$80.00",1,5,1000,277,69,"2017-01-03","2019-04-17",99,3,834
"6367","N/A","f",1,"f","Downtown Toronto",43.65656,-79.36856,"t","House","Entire home/apt",4,1.5,2,2,"Real Bed","$2,500.00","","",1,10,12,365,0,"","",NA,1,NA
"6368","N/A","f",1,"t","Woodbine Corridor",43.66804,-79.31392,"t","House","Private room",1,1,1,1,"Real Bed","$40.00","","",1,7,25,0,0,"","",NA,1,NA
"6369","100%","t",1,"t","Entertainment District",43.64495,-79.37984,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$90.00","$250.00","$70.00",1,1,1125,3,71,"2016-12-02","2019-04-29",99,1,878
"6370","94%","f",2,"t","Roncesvalles",43.64205,-79.44638,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$99.00","","",1,1,31,144,119,"2016-11-26","2019-04-20",93,2,875
"6371","N/A","f",1,"t","Downtown Toronto",43.66933,-79.37904,"t","Apartment","Private room",2,1,1,2,"Real Bed","$46.00","","$10.00",1,2,1125,30,10,"2017-10-01","2018-03-14",96,1,164
"6372","99%","f",16,"t","The Annex",43.67143,-79.39473,"t","Condominium","Entire home/apt",6,2,2,2,"Real Bed","$180.00","$250.00","$99.00",2,1,1124,294,96,"2016-12-19","2019-04-11",95,14,843
"6373","100%","f",1,"t","Woodbine/Lumsden",43.69464,-79.30727,"t","Guest suite","Entire home/apt",4,1,0,2,"Real Bed","$70.00","$200.00","$40.00",2,2,120,11,18,"2017-01-01","2019-04-16",97,1,835
"6374","N/A","f",1,"f","Little Portugal",43.64341,-79.42431,"t","Apartment","Entire home/apt",2,1,1,2,"Real Bed","$119.00","","",3,4,1125,0,41,"2016-12-11","2017-07-21",99,1,222
"6375","100%","f",1,"t","Oakridge",43.69866,-79.27009,"t","House","Entire home/apt",8,1.5,3,4,"Real Bed","$130.00","$200.00","$100.00",4,1,1124,338,146,"2016-12-17","2019-04-21",94,1,855
"6376","100%","f",6,"f","Trinity-Bellwoods",43.64553,-79.41393,"t","Apartment","Entire home/apt",12,3,3,8,"Real Bed","$150.00","$250.00","$150.00",1,1,365,119,129,"2016-12-31","2019-05-01",91,6,851
"6377","100%","t",1,"f","Kensington Market",43.65646,-79.40604,"t","Townhouse","Entire home/apt",4,1,1,2,"Real Bed","$83.00","$200.00","$45.00",2,1,120,83,124,"2017-01-29","2019-04-20",99,1,811
"6378","100%","t",1,"t","Wallace Emerson",43.66326,-79.45033,"t","Guest suite","Entire home/apt",2,1,0,1,"Real Bed","$85.00","$0.00","$30.00",1,2,5,18,71,"2017-01-21","2019-05-04",100,1,833
"6379","87%","f",75,"t","Financial District",43.6503,-79.3832,"t","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$199.00","$750.00","",1,28,365,63,1,"2016-12-15","2016-12-15",80,75,0
"6380","100%","f",1,"t","Little Portugal",43.64392,-79.42459,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$101.00","$150.00","$75.00",2,4,1125,70,5,"2017-03-11","2018-09-22",100,1,560
"6381","100%","t",7,"f","Swansea",43.63821,-79.46994,"t","Condominium","Entire home/apt",3,1,1,1,"Real Bed","$101.00","$537.00","$94.00",1,3,1125,16,30,"2017-01-02","2019-04-30",96,1,848
"6382","100%","f",1,"f","The Danforth",43.68259,-79.3098,"t","House","Private room",2,1,1,1,"Real Bed","$54.00","$500.00","$20.00",1,2,30,363,15,"2017-04-30","2018-09-27",91,1,515
"6383","100%","f",2,"f","Tam O'Shanter",43.77011,-79.31192,"t","House","Entire home/apt",3,1,2,2,"Real Bed","$52.00","$350.00","$35.00",2,2,60,29,28,"2017-01-23","2017-11-27",99,1,308
"6384","100%","t",2,"t","Parkdale",43.63973,-79.42318,"t","Condominium","Entire home/apt",4,2,2,3,"Real Bed","$149.00","$500.00","$80.00",4,3,1124,44,25,"2017-03-02","2019-04-22",98,2,781
"6385","N/A","f",1,"t","Davisville",43.69746,-79.39263,"t","Apartment","Private room",2,1.5,1,1,"Real Bed","$48.00","","",1,1,1125,0,4,"2017-01-02","2019-01-03",100,1,731
"6386","100%","t",5,"f","Downtown Toronto",43.66268,-79.3834,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$105.00","$1,250.00","$80.00",1,1,500,139,60,"2017-02-01","2019-02-09",96,5,738
"6387","100%","t",3,"f","Casa Loma",43.67999,-79.41328,"f","Apartment","Entire home/apt",3,1,1,2,"Real Bed","$125.00","$650.00","$75.00",1,2,90,318,53,"2016-12-10","2019-04-29",99,3,870
"6388","100%","t",5,"f","Downtown Toronto",43.65002,-79.37982,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$87.00","$2,750.00","$85.00",1,1,500,76,97,"2017-01-20","2019-04-12",97,5,812
"6389","0%","f",1,"t","Woodbine/Lumsden",43.69161,-79.31113,"t","House","Entire home/apt",4,1,2,2,"Real Bed","$191.00","","",1,4,20,0,6,"2017-01-02","2017-08-21",97,1,231
"6390","N/A","f",3,"f","Cliffside",43.70611,-79.25476,"t","House","Private room",2,1,1,1,"Real Bed","$43.00","$0.00","$30.00",1,4,60,89,6,"2016-12-15","2017-09-09",100,3,268
"6391","N/A","f",2,"f","Cedarvale Humewood",43.69517,-79.4287,"f","House","Private room",4,2,2,3,"Real Bed","$200.00","","",1,1,30,0,0,"","",NA,2,NA
"6392","100%","t",3,"t","Parkdale",43.63406,-79.4354,"t","House","Entire home/apt",6,1,3,3,"Real Bed","$169.00","$401.00","$100.00",4,3,1124,23,61,"2016-12-11","2019-04-30",98,1,870
"6393","100%","f",1,"t","Downtown Toronto",43.66767,-79.38535,"t","Apartment","Entire home/apt",5,1,2,2,"Real Bed","$299.00","","",1,2,1125,178,0,"","",NA,1,NA
"6394","100%","f",4,"t","Downtown Toronto",43.65894,-79.36963,"t","Apartment","Entire home/apt",3,1,2,2,"Real Bed","$97.00","$500.00","$60.00",2,20,190,31,10,"2016-12-26","2019-05-05",100,3,860
"6395","100%","t",2,"t","Niagara",43.64475,-79.41281,"f","House","Private room",2,1,1,1,"Real Bed","$57.00","$0.00","$20.00",1,1,31,0,132,"2016-12-16","2019-05-04",100,2,869
"6396","100%","t",3,"f","Trinity-Bellwoods",43.65045,-79.41602,"f","House","Private room",1,1,1,1,"Real Bed","$60.00","$200.00","$80.00",1,5,160,91,26,"2017-05-10","2018-12-20",99,3,589
"6397","100%","f",11,"f","Entertainment District",43.6431,-79.38202,"t","Condominium","Entire home/apt",3,1,1,2,"Real Bed","$99.00","$250.00","$50.00",1,1,365,140,116,"2016-12-13","2019-04-17",96,9,855
"6398","N/A","f",1,"f","Saint Lawrence",43.65089,-79.36879,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$99.00","$150.00","",1,1,2,0,1,"2016-12-28","2016-12-28",100,1,0
"6399","99%","f",17,"t","Downtown Toronto",43.64451,-79.40203,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$175.00","$300.00","$65.00",1,2,1125,22,77,"2016-12-21","2019-04-28",97,14,858
"6400","100%","t",2,"t","New Toronto",43.59945,-79.50548,"t","House","Private room",2,1,1,1,"Real Bed","$43.00","$0.00","$15.00",1,30,90,65,36,"2016-12-17","2018-08-31",98,2,622
"6401","100%","t",2,"t","The Annex",43.67163,-79.41953,"t","House","Private room",1,1,1,1,"Real Bed","$35.00","$150.00","$30.00",1,2,1125,90,31,"2016-12-12","2019-01-05",95,2,754
"6402","100%","t",2,"t","Downtown Toronto",43.63862,-79.39631,"t","Apartment","Entire home/apt",6,1,2,3,"Real Bed","$99.00","$450.00","$80.00",4,1,1125,100,235,"2016-12-11","2019-04-27",98,2,867
"6403","N/A","f",1,"t","Parkdale",43.63875,-79.42764,"f","Apartment","Entire home/apt",6,1,2,2,"Real Bed","$150.00","","",1,3,12,0,1,"2017-01-01","2017-01-01",80,1,0
"6404","N/A","f",1,"t","Harbourfront",43.63826,-79.38994,"t","Apartment","Private room",2,1,1,1,"Real Bed","$48.00","","",1,7,29,0,2,"2016-12-04","2017-01-01",100,1,28
"6405","97%","f",5,"t","Downtown Toronto",43.655,-79.36521,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$99.00","$400.00","$65.00",1,2,1125,55,55,"2016-12-11","2019-04-14",84,4,854
"6406","97%","f",2,"t","Downsview",43.72939,-79.48815,"t","Apartment","Entire home/apt",6,1,2,3,"Real Bed","$89.00","$0.00","$45.00",1,2,1125,111,44,"2017-05-20","2019-04-22",89,1,702
"6407","99%","f",17,"t","Downtown Toronto",43.64507,-79.39495,"t","Apartment","Entire home/apt",2,2,1,1,"Real Bed","$175.00","$500.00","$80.00",2,3,1124,56,75,"2017-06-05","2019-04-29",99,14,693
"6408","100%","t",1,"t","Mimico",43.60591,-79.49383,"t","Guest suite","Entire home/apt",2,1,1,1,"Real Bed","$75.00","$150.00","$25.00",1,2,30,61,85,"2016-12-16","2019-05-04",99,1,869
"6409","100%","f",1,"t","Downtown Toronto",43.66339,-79.37652,"f","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$85.00","","$20.00",1,3,20,10,14,"2016-12-21","2019-01-02",96,1,742
"6410","N/A","f",1,"t","Trinity-Bellwoods",43.64661,-79.41876,"t","House","Private room",1,1.5,1,1,"Real Bed","$75.00","","$20.00",1,14,60,0,0,"","",NA,1,NA
"6411","100%","t",1,"t","Saint Andrew/Windfields",43.75062,-79.3796,"t","Townhouse","Private room",2,1.5,1,1,"Real Bed","$55.00","","",1,1,1125,69,193,"2017-01-14","2019-05-01",98,1,837
"6412","100%","f",2,"t","Downtown Toronto",43.66096,-79.38409,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$124.00","$375.00","$80.00",2,2,93,144,48,"2017-01-05","2019-04-22",100,2,837
"6413","100%","t",6,"f","The Westway",43.69748,-79.56064,"t","House","Entire home/apt",11,4,5,6,"Real Bed","$260.00","$300.00","$55.00",5,1,1125,51,134,"2016-12-23","2019-04-28",96,2,856
"6414","100%","f",1,"t","Davisville",43.70973,-79.39551,"t","Condominium","Private room",2,1,2,1,"Real Bed","$134.00","$269.00","$134.00",1,2,7,90,3,"2018-06-20","2018-10-15",100,1,117
"6415","90%","f",10,"t","Henry Farm",43.77124,-79.35415,"t","House","Private room",2,1,1,2,"Real Bed","$60.00","$200.00","$25.00",2,5,1125,154,3,"2016-12-31","2018-02-02",93,5,398
"6416","100%","t",1,"t","Richview",43.67857,-79.56607,"t","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$70.00","$150.00","$30.00",2,2,1125,106,45,"2016-12-11","2019-04-06",96,1,846
"6417","N/A","f",1,"f","Fashion District",43.64237,-79.39934,"f","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$180.00","","$20.00",1,1,1125,19,5,"2016-12-05","2017-01-21",95,1,47
"6418","N/A","f",1,"f","Downtown Toronto",43.65643,-79.40428,"t","Apartment","Private room",1,1,1,1,"Real Bed","$50.00","","",1,1,1125,0,1,"2016-12-23","2016-12-23",100,1,0
"6419","60%","f",1,"t","Garden District",43.65436,-79.3799,"t","Apartment","Entire home/apt",2,1.5,1,1,"Real Bed","$99.00","$1,000.00","$75.00",1,22,1125,212,14,"2017-02-28","2019-04-06",100,1,767
"6420","N/A","f",1,"f","Niagara",43.63638,-79.40146,"t","Apartment","Private room",2,1,1,1,"Real Bed","$99.00","","$25.00",1,2,1125,0,2,"2018-02-20","2018-05-02",100,1,71
"6421","100%","t",1,"t","Downtown Toronto",43.64877,-79.39162,"t","Condominium","Private room",2,1,1,1,"Real Bed","$109.00","$0.00","$20.00",1,2,1125,59,102,"2017-05-25","2019-04-29",99,1,704
"6422","100%","t",2,"f","Willowdale",43.76971,-79.42388,"t","House","Entire home/apt",3,1,2,2,"Real Bed","$85.00","$150.00","$90.00",2,7,1125,279,7,"2016-12-31","2019-01-06",100,2,736
"6423","N/A","f",1,"t","Agincourt",43.78616,-79.26002,"t","House","Private room",2,1.5,1,1,"Real Bed","$30.00","","",1,3,30,0,0,"","",NA,1,NA
"6424","N/A","f",1,"f","Fairbank",43.67962,-79.43913,"f","Apartment","Private room",1,1,1,1,"Real Bed","$75.00","$150.00","$15.00",1,2,5,0,3,"2016-12-28","2018-01-01",100,1,369
"6425","100%","f",3,"t","Kensington Market",43.65365,-79.40061,"f","Apartment","Entire home/apt",4,1,0,2,"Real Bed","$95.00","$150.00","$45.00",1,2,1125,281,126,"2016-12-05","2019-04-14",82,1,860
"6426","100%","f",1,"f","The Annex",43.67393,-79.40332,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$99.00","","$40.00",1,364,1125,278,3,"2017-05-02","2017-07-31",100,1,90
"6427","100%","t",3,"f","Riverdale",43.66886,-79.34922,"t","Apartment","Entire home/apt",6,1,3,3,"Real Bed","$240.00","$300.00","$100.00",3,2,29,238,128,"2017-02-09","2019-04-30",99,3,810
"6428","100%","t",1,"t","Downtown Toronto",43.65191,-79.37157,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$111.00","$500.00","$55.00",1,2,10,0,30,"2016-12-24","2019-05-05",99,1,862
"6429","100%","f",23,"f","Little Portugal",43.64783,-79.43125,"t","House","Entire home/apt",3,1,1,1,"Real Bed","$75.00","$300.00","$60.00",2,1,1125,222,88,"2016-12-12","2019-05-01",87,14,870
"6430","87%","f",75,"t","Downtown Toronto",43.65019,-79.3855,"t","Apartment","Entire home/apt",3,1,2,2,"Real Bed","$171.00","$1,000.00","",1,28,365,84,8,"2017-10-03","2019-02-23",90,75,508
"6431","87%","f",75,"t","Downtown Toronto",43.65068,-79.3842,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$169.00","$500.00","",1,28,365,13,2,"2017-04-22","2018-06-17",90,75,421
"6432","N/A","f",1,"f","High Park North",43.6563,-79.47174,"t","House","Private room",2,1.5,1,1,"Real Bed","$35.00","","",1,1,1125,0,6,"2016-12-09","2017-01-01",97,1,23
"6433","100%","t",1,"t","Entertainment District",43.64305,-79.3794,"t","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$160.00","$250.00","$55.00",2,1,15,0,234,"2016-12-11","2019-04-22",98,1,862
"6434","100%","t",4,"f","Downtown Toronto",43.65122,-79.38188,"t","Apartment","Entire home/apt",2,1,0,1,"Pull-out Sofa","$95.00","$500.00","$65.00",1,1,1125,347,99,"2016-12-11","2019-04-30",99,4,870
"6435","100%","t",2,"t","Deer Park",43.68603,-79.39875,"t","Condominium","Entire home/apt",6,2,2,1,"Real Bed","$299.00","$1,000.00","$100.00",2,2,365,126,12,"2017-01-24","2018-12-31",97,1,706
"6436","N/A","f",1,"t","Downtown Toronto",43.66912,-79.38091,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$150.00","","",1,3,3,0,0,"","",NA,1,NA
"6437","100%","f",1,"t","Wychwood Park",43.67347,-79.42578,"t","House","Private room",2,2,1,1,"Real Bed","$61.00","$250.00","$25.00",1,1,30,0,3,"2017-02-19","2017-03-05",100,1,14
"6438","100%","t",1,"f","Financial District",43.6499,-79.38171,"f","Condominium","Entire home/apt",3,1,1,0,"Real Bed","$352.00","$201.00","$66.00",1,2,1125,57,76,"2017-01-31","2019-05-05",99,1,824
"6439","N/A","f",1,"f","Downtown Toronto",43.6464,-79.39688,"f","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$100.00","$500.00","$100.00",1,1,1125,0,58,"2016-12-27","2018-06-19",94,1,539
"6440","100%","f",20,"t","Downtown Toronto",43.64154,-79.38286,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$119.00","$400.00","$75.00",2,1,1125,321,45,"2017-04-24","2019-04-24",87,19,730
"6441","100%","f",20,"t","Downtown Toronto",43.64282,-79.38266,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$110.00","$400.00","$69.00",2,1,1125,3,36,"2017-02-19","2018-11-25",79,19,644
